TutorId,CourseCodCourse
e5bf1cfa-55c3-49bb-8b99-db8eafb2ca25,250
ab723792-6a03-49fa-8eab-51748eb20237,311
e5bf1cfa-55c3-49bb-8b99-db8eafb2ca25,250
8caf132d-e88a-46e7-81a9-0466a9a6c167,311
e5bf1cfa-55c3-49bb-8b99-db8eafb2ca25,250
ab723792-6a03-49fa-8eab-51748eb20237,311
e5bf1cfa-55c3-49bb-8b99-db8eafb2ca25,250
8caf132d-e88a-46e7-81a9-0466a9a6c167,311
e5bf1cfa-55c3-49bb-8b99-db8eafb2ca25,250
86bb6987-d05f-4cd1-8ddc-10ff06901012,250
86bb6987-d05f-4cd1-8ddc-10ff06901012,250
86bb6987-d05f-4cd1-8ddc-10ff06901012,250
86bb6987-d05f-4cd1-8ddc-10ff06901012,250
89cffc9d-c243-4a5c-a87e-2f2615293f06,252
ab723792-6a03-49fa-8eab-51748eb20237,322
8caf132d-e88a-46e7-81a9-0466a9a6c167,324
43d9bcd5-4870-4eed-ab52-1316876e5bac,458
0df84a6e-3e59-402c-a551-693dd87a3916,1035
05ff3077-0edb-4929-8a35-32f048072b4c,300
43d9bcd5-4870-4eed-ab52-1316876e5bac,302
e5400a33-9479-4ac1-a56a-a63e50305a3b,453
678491a0-c85b-4e1a-8e71-654a8d5c71c4,80
678491a0-c85b-4e1a-8e71-654a8d5c71c4,82
2250d727-5cfb-4e01-87ef-4bd35e5cbda4,84
6419716f-7095-4cd9-b482-1d5fb4a73866,550
0013bcab-3895-48ad-8d19-708a3dda166d,550
0df84a6e-3e59-402c-a551-693dd87a3916,1035
e5bf1cfa-55c3-49bb-8b99-db8eafb2ca25,250
05ff3077-0edb-4929-8a35-32f048072b4c,300
0df84a6e-3e59-402c-a551-693dd87a3916,1035
e5bf1cfa-55c3-49bb-8b99-db8eafb2ca25,250
1d53fcea-c24a-4d90-90c6-ef7d79732ae7,300
e5bf1cfa-55c3-49bb-8b99-db8eafb2ca25,250
1d53fcea-c24a-4d90-90c6-ef7d79732ae7,300
0df84a6e-3e59-402c-a551-693dd87a3916,1035
86bb6987-d05f-4cd1-8ddc-10ff06901012,250
1d53fcea-c24a-4d90-90c6-ef7d79732ae7,300
0df84a6e-3e59-402c-a551-693dd87a3916,1035
1d53fcea-c24a-4d90-90c6-ef7d79732ae7,300
0df84a6e-3e59-402c-a551-693dd87a3916,1035
1d53fcea-c24a-4d90-90c6-ef7d79732ae7,300
0df84a6e-3e59-402c-a551-693dd87a3916,1035
0df84a6e-3e59-402c-a551-693dd87a3916,1035
0df84a6e-3e59-402c-a551-693dd87a3916,1035
0df84a6e-3e59-402c-a551-693dd87a3916,1035
0df84a6e-3e59-402c-a551-693dd87a3916,1035
e5bf1cfa-55c3-49bb-8b99-db8eafb2ca25,252
ab723792-6a03-49fa-8eab-51748eb20237,322
09c2c568-ee98-4342-9a28-70fa2ddce996,458
0df84a6e-3e59-402c-a551-693dd87a3916,1035
1dd8bce4-850b-409c-88ca-0040a24218f8,84
05ff3077-0edb-4929-8a35-32f048072b4c,300
43d9bcd5-4870-4eed-ab52-1316876e5bac,302
9a1996f6-6bde-4d2b-aff3-18e02f2bd506,453
2250d727-5cfb-4e01-87ef-4bd35e5cbda4,80
678491a0-c85b-4e1a-8e71-654a8d5c71c4,82
0df84a6e-3e59-402c-a551-693dd87a3916,1035
0df84a6e-3e59-402c-a551-693dd87a3916,1035
0df84a6e-3e59-402c-a551-693dd87a3916,1035
0df84a6e-3e59-402c-a551-693dd87a3916,1035
0df84a6e-3e59-402c-a551-693dd87a3916,1035
0df84a6e-3e59-402c-a551-693dd87a3916,1035
0df84a6e-3e59-402c-a551-693dd87a3916,1035
86bb6987-d05f-4cd1-8ddc-10ff06901012,252
43d9bcd5-4870-4eed-ab52-1316876e5bac,458
0df84a6e-3e59-402c-a551-693dd87a3916,1035
1d53fcea-c24a-4d90-90c6-ef7d79732ae7,300
43d9bcd5-4870-4eed-ab52-1316876e5bac,302
9a1996f6-6bde-4d2b-aff3-18e02f2bd506,455
678491a0-c85b-4e1a-8e71-654a8d5c71c4,80
678491a0-c85b-4e1a-8e71-654a8d5c71c4,82
89cffc9d-c243-4a5c-a87e-2f2615293f06,252
09c2c568-ee98-4342-9a28-70fa2ddce996,458
1d53fcea-c24a-4d90-90c6-ef7d79732ae7,300
43d9bcd5-4870-4eed-ab52-1316876e5bac,302
e5400a33-9479-4ac1-a56a-a63e50305a3b,453
966273cd-e307-48fa-a3b6-4d0cc9aaafca,80
966273cd-e307-48fa-a3b6-4d0cc9aaafca,82
4fa28c93-c299-4b2a-bf1b-e4af777c0aba,82
e5bf1cfa-55c3-49bb-8b99-db8eafb2ca25,252
0df84a6e-3e59-402c-a551-693dd87a3916,1035
1d53fcea-c24a-4d90-90c6-ef7d79732ae7,300
43d9bcd5-4870-4eed-ab52-1316876e5bac,302
9a1996f6-6bde-4d2b-aff3-18e02f2bd506,453
d51843a9-2c8d-4b13-ae62-1297b5d8cb30,80
89cffc9d-c243-4a5c-a87e-2f2615293f06,252
0df84a6e-3e59-402c-a551-693dd87a3916,1035
05ff3077-0edb-4929-8a35-32f048072b4c,300
43d9bcd5-4870-4eed-ab52-1316876e5bac,302
e5400a33-9479-4ac1-a56a-a63e50305a3b,455
1dd8bce4-850b-409c-88ca-0040a24218f8,80
f6d43640-5963-4868-b013-a578f76c05c9,80
86bb6987-d05f-4cd1-8ddc-10ff06901012,252
0df84a6e-3e59-402c-a551-693dd87a3916,1035
05ff3077-0edb-4929-8a35-32f048072b4c,300
0df84a6e-3e59-402c-a551-693dd87a3916,1035
1d53fcea-c24a-4d90-90c6-ef7d79732ae7,300
0df84a6e-3e59-402c-a551-693dd87a3916,1035
1d53fcea-c24a-4d90-90c6-ef7d79732ae7,300
f450718a-508f-4b66-a7e6-68ca88087ef7,236
777bcaae-573e-41b9-b2df-23f2de91d8a5,246
3a78dc59-0168-4bc5-8c36-20625a205cd7,522
07c933d3-0499-4c03-a34d-ed95d5a79458,80
9756c1c3-64b1-4016-8b25-e9b5b0161784,82
a83e1325-e0be-491c-b666-0347876c4d98,200
877c6c4d-f453-4649-b7ff-96e2f743148f,202
2c356170-9949-4586-97f9-ec6fb99d665a,204
7e09e5fd-1701-451a-a714-001a32d5844f,206
5449c539-8f1e-41cc-a573-039c2b84141a,208
519e7205-d755-4e9f-9f5b-0db718fe8189,210
f6e2328a-af8c-4970-bbf6-1bc7071f1075,230
6530575f-e2f0-4dd5-b525-1dde1848ad2e,232
84dc93b1-7c99-4918-afa3-04ef76c33a05,235
0ecd41db-9d91-46b9-aa0b-89fadaa62c65,236
0ecd41db-9d91-46b9-aa0b-89fadaa62c65,240
84dc93b1-7c99-4918-afa3-04ef76c33a05,242
4de89082-6bc1-43e0-a24a-480dd5009cb2,243
84dc93b1-7c99-4918-afa3-04ef76c33a05,244
1589fe0c-2273-4ad2-8d79-9f4c8c3f1c30,245
f450718a-508f-4b66-a7e6-68ca88087ef7,246
f450718a-508f-4b66-a7e6-68ca88087ef7,248
8c1f6090-b409-4924-a739-faab9a887c99,249
d5495656-0283-42f2-8514-847c2314a56e,258
97dc1cb0-eec3-4204-9675-d3f44b710bb1,354
37ba2883-5747-4db6-8ce2-41a040790686,358
97dc1cb0-eec3-4204-9675-d3f44b710bb1,360
97dc1cb0-eec3-4204-9675-d3f44b710bb1,362
71101f47-fb72-480f-bfe6-31023f5abb6f,364
eec0c626-62e5-4451-9678-5572548a0173,366
686d7090-191f-4695-adf6-5dc694a4d897,440
cfaafc63-1b78-4820-adb4-bb4bb5030d43,454
b68ba08f-8954-4aa1-b744-107b2d5bd3b6,462
10065ad3-3715-4366-bb80-ce3d3cc58303,502
bad6a1eb-845b-48c9-b2b2-911753742d94,504
f7479a94-6f98-4dce-90b4-52a3e80f5fb6,510
c7b2f428-c70a-41e2-b9ee-1d37225b8689,520
63442f9a-c039-4d1e-af24-bcac2e410d25,522
5c486663-8087-4a93-98f5-6fecc6ec8610,532
07c933d3-0499-4c03-a34d-ed95d5a79458,550
7a27c157-6d17-4ed8-996e-da0689202297,969
86bb6987-d05f-4cd1-8ddc-10ff06901012,250
c02f1faf-d017-402a-a604-3d84643c1b7f,799
24c11f78-a1c2-4705-9725-5a794653eccb,1
6daa0007-e9d6-483c-8fc9-c9929bb30b3d,5
cff83400-2c0c-40ec-8969-9decdfb2b255,8
0ed47379-ee88-412a-851c-3e2148ee5a57,9
410c8d03-3eba-4d7d-a318-a95b5678a4cc,17
24c11f78-a1c2-4705-9725-5a794653eccb,18
bd977dac-a9c3-4b69-8fda-06bdcadd7793,19
686d7090-191f-4695-adf6-5dc694a4d897,27
63b13d08-44b0-48b4-9a2c-6c2211f2e179,30
c0402037-9f54-48e9-9cfa-0938fecff273,69
2eb9a4cd-ecbd-4efe-9643-eb8aa02450dc,74
4134badd-830d-485a-99ff-5bfaeaaa78e9,90
6f6de187-fb55-47e4-8c9b-4882327f4e65,101
149e4171-bbd8-4212-838d-15d03ed07a9f,103
6f4fd370-2ea5-498f-b482-c0a20b900fe9,107
cad31c0c-0f8a-4e49-be58-ee6c52517c4e,112
9d6df8d9-9551-476f-9f1f-16cae5cbb84c,114
5562df2e-2bc9-4bc8-b4c0-4adc9e2d85ff,116
5562df2e-2bc9-4bc8-b4c0-4adc9e2d85ff,118
dca2bd23-3d11-4725-a712-2c1d1c0cf924,123
9854384c-1eae-46f8-b495-727d3eac3ef7,147
9268ca02-010b-4155-81d4-6b967a2bdb8d,152
bfc4d7d7-d50f-4275-9099-9ac26b49a402,154
9854384c-1eae-46f8-b495-727d3eac3ef7,170
5237c0e5-c343-43b9-ac78-6b6608c39ae9,204
5237c0e5-c343-43b9-ac78-6b6608c39ae9,236
cf397756-1f23-44cc-8470-82d76d60d240,245
65cd6918-9043-488c-98be-856a157f5bda,250
a0164778-7c84-4abe-b114-3f03cd6b521f,252
c0001387-5c58-45e9-9191-3d8fb200b7fe,281
8b8d928c-93e7-449c-8a1e-0b6e40a71a26,283
46e1c6df-0d15-4359-8aec-5ed4a211245d,285
46e1c6df-0d15-4359-8aec-5ed4a211245d,285
dbc5a7bf-b9e7-43c1-bd63-3f45ce7f2293,300
2e33469c-860b-4c81-adc9-cba9d53c9d52,302
2e33469c-860b-4c81-adc9-cba9d53c9d52,302
dbc5a7bf-b9e7-43c1-bd63-3f45ce7f2293,314
43d9bcd5-4870-4eed-ab52-1316876e5bac,318
de06bc24-ef88-4fe0-8e21-68f446feb70e,352
0dc2eeb4-a9df-4dc3-8012-4f25a13d4d1d,358
ff0b9765-f9f4-4b85-8d32-1ce97e3cee5d,360
eec0c626-62e5-4451-9678-5572548a0173,366
eec0c626-62e5-4451-9678-5572548a0173,366
fafdeba4-bbd8-43a6-bbc4-f4655a423161,380
ffb45b08-1d3c-40cc-a921-48cec7557a7c,382
fafdeba4-bbd8-43a6-bbc4-f4655a423161,386
ede8ac57-a7dd-4f6c-9de3-3037e63beced,388
044904f7-3d79-4df6-93f3-6c162fafdfb4,392
fafdeba4-bbd8-43a6-bbc4-f4655a423161,394
3d53e795-99cc-4f04-96d5-abf766572902,410
686d7090-191f-4695-adf6-5dc694a4d897,412
61020990-fcb5-489f-9ce4-e9949e020fa6,428
7a144dba-90b1-4877-bf33-b29ce758aeb8,430
456ad22e-6d74-4e99-8b5c-cea573ab1e4a,450
c4ae2c99-df29-4899-81da-e0ebde0265d0,452
03b12749-dafd-49e0-a783-8a227b298c44,453
5237c0e5-c343-43b9-ac78-6b6608c39ae9,462
bad6a1eb-845b-48c9-b2b2-911753742d94,504
c4ae2c99-df29-4899-81da-e0ebde0265d0,520
99b4203b-3d33-4d25-9fda-d8bfb7b7e76a,522
c4ae2c99-df29-4899-81da-e0ebde0265d0,601
1ce0260b-e4ac-4fb1-adcd-3659df5b4748,608
197720ca-8762-464b-9447-f53852926cb5,610
e0c73af8-76ab-4384-81db-bed51e21e999,630
4d037f71-e81c-45fc-ac57-fb4e98f5576c,632
e0c73af8-76ab-4384-81db-bed51e21e999,636
4d037f71-e81c-45fc-ac57-fb4e98f5576c,637
927f476c-141e-4957-936c-67348f8252bc,638
9fa82612-30de-4576-b890-2a8cdbe0e286,640
a3e35985-48e3-4e7d-b841-85da6c87cfd6,642
81e27c60-de23-4263-ad5b-73045219d73d,650
300e17aa-f60a-48f8-a9b4-ee89ec55a2c8,652
80790b64-2b3e-4846-aeca-d2aabf25113d,654
e7e14aa0-7006-4b14-914b-4d1b0fb0eccc,656
37b73248-e48a-4e0f-a5e4-8b28fa031ae4,658
4b4708c7-d5e4-45a1-9dc4-c43f52f09da6,660
4b4708c7-d5e4-45a1-9dc4-c43f52f09da6,662
b77edbc2-8957-484f-8ab3-55ab7269642e,663
08930c0e-9c6e-47c2-bd2f-0cffc949689f,665
adb0c328-1cea-4cf6-b912-aca7b497f571,667
50a2b416-073d-41eb-856b-49b6bdcfdefc,687
69d0d052-4a2d-4a16-a30b-d42107c8267c,700
69d0d052-4a2d-4a16-a30b-d42107c8267c,706
1a3bf410-f41a-4b4b-a299-52c09cadbee4,708
5121a21a-c8b3-4ced-ac0d-4f4881c50d96,720
3c3f3a2c-79e1-4be3-a633-4202b5df31c3,722
3c3f3a2c-79e1-4be3-a633-4202b5df31c3,724
3c3f3a2c-79e1-4be3-a633-4202b5df31c3,724
a3377251-514b-4bca-a51f-be518556f3a1,729
e9df5fc1-8e44-4706-a873-bc24a4952f56,734
18390626-95c6-4941-a69f-750c3a4464af,735
ceac6e8e-bc36-4dea-84e5-3e3e5d0f60df,736
4207412c-684e-4705-9ffa-b1af4dee4061,770
64db66c9-742f-4c68-ba8e-4f0554c0a2d5,771
46e1c6df-0d15-4359-8aec-5ed4a211245d,772
66670685-2aca-4c1b-a911-10d30a12697c,773
dd702a97-e217-4acd-bad6-36a80564cd52,775
995b536a-ede0-460b-930a-8f8501a6e94c,778
c4ea01c5-f623-4a7a-b579-c6d0963bc04b,779
c4ea01c5-f623-4a7a-b579-c6d0963bc04b,779
a5800672-4e5b-4476-b355-ba708f5a2a99,780
3dbcb255-63ac-4052-82c1-87e69bb62ac1,781
3dbcb255-63ac-4052-82c1-87e69bb62ac1,781
49cb7c19-0737-40ac-b600-99abf64c0b89,785
62410a29-a26d-4e76-b07d-64f038665701,786
18390626-95c6-4941-a69f-750c3a4464af,788
18390626-95c6-4941-a69f-750c3a4464af,790
cda0e142-7993-42c3-b65f-580f268683e1,795
240b7890-0bc8-4ed3-aea5-be20e8c8dc9e,797
bf5043a9-c5a1-49f8-9a34-b853db9972ae,798
96e9c5a5-89b8-474d-a81f-a17e04a0943a,799
3b5e4b1c-7251-4125-8e2e-29f565d729bd,960
9287426f-5f67-4818-86a2-a5fce7a868aa,962
995b536a-ede0-460b-930a-8f8501a6e94c,964
dc3e7202-8be1-4307-b9c9-ec827587323b,968
dc3e7202-8be1-4307-b9c9-ec827587323b,970
dc3e7202-8be1-4307-b9c9-ec827587323b,972
199945f9-11a5-438c-9689-cafd2bfbca86,1023
0df84a6e-3e59-402c-a551-693dd87a3916,1035
653a55d2-cce8-4a36-b8cc-1c3c56f2ceee,1059
b9b653f3-7987-4b24-91a7-685961fd9996,1088
33b6f354-fef5-429e-9538-f96257f0fbf1,2004
f1a0bcb8-3877-48e1-b65a-b4bc3f2696c6,2005
33b6f354-fef5-429e-9538-f96257f0fbf1,2006
5562df2e-2bc9-4bc8-b4c0-4adc9e2d85ff,3116
5562df2e-2bc9-4bc8-b4c0-4adc9e2d85ff,3118
dca2bd23-3d11-4725-a712-2c1d1c0cf924,3123
e7e14aa0-7006-4b14-914b-4d1b0fb0eccc,3656
37b73248-e48a-4e0f-a5e4-8b28fa031ae4,3658
4b4708c7-d5e4-45a1-9dc4-c43f52f09da6,3662
e4a580ae-cb36-4ef8-9ce8-212e375ac48f,5
6fe4d937-667c-4db9-8dcd-b4210999d4f2,281
9b4b02e0-fdb1-439d-bdf8-47a303bf88bd,283
8b613cb9-c7c1-4d52-8b17-48683a98608d,285
222e37ad-4581-4420-985f-6137a6103314,720
3c3f3a2c-79e1-4be3-a633-4202b5df31c3,724
a5cdcbb3-b180-4b6e-951d-97f1de2248c3,729
4a203d1a-326b-4a73-b2d3-a3b700793252,770
058e8eba-3ca0-4cce-9e8c-487261e4e856,771
2fbcbe3c-0870-4881-bb8f-5ea9522e91ee,772
3a48019b-1b11-4ebb-8aaa-6584a956d03a,773
f21169af-d507-4d2f-a731-5a0d24a7bc3f,775
2cfceb2b-baf1-41eb-b1e6-497d6117cf92,778
fd986798-d4c7-4819-98d5-cc7238deddab,779
c5ba90e9-e359-45dc-acca-15a9c41c49a4,780
1de56984-91dd-4380-9c89-5d7103d3c556,781
ca9ef5da-cedd-4b39-8aa6-ca970583e94b,785
64c0b93c-ce4d-42ce-801e-d3379ee5fa3e,786
f1730884-0c1e-477c-815c-1fba5cc8734f,797
d917a847-2a2a-421c-8eaa-5c22a7ba084a,798
e6dd50fc-c63b-4d13-83c9-09a6342c9f06,964
aa835f08-34aa-4182-9160-565c53664b85,970
c03e9fd8-815a-4f35-8eb6-f8ba9363b0ab,972
044904f7-3d79-4df6-93f3-6c162fafdfb4,392
abddfdee-44e2-42a3-b4e6-5d1cef30af53,90
33a2e67a-6d05-48e7-bd82-2363da0599f6,601
50516a6f-4f29-4b8f-ab44-ee6a8c386bac,608
9d210bd9-98ae-4b44-b02c-846ad708794f,630
bcc9ff6f-7624-4a41-8378-ac9a5f870725,632
26eb3a84-094f-407b-a35f-b1cf8f3dd870,636
26eb3a84-094f-407b-a35f-b1cf8f3dd870,637
58b0a963-e2dd-47ec-879f-7b85705e5a0d,638
182f3aca-d53f-4924-ae38-d0cba896b347,640
ac188863-ef12-43df-8229-459e462b42aa,650
ada77d6b-8980-4863-9fb7-69e1f971c3b8,652
b6015b3a-0b20-436d-9132-3c424850b9df,654
2d5ca2ef-ba16-4f72-b325-6addd0aeda3d,658
a7d1cf86-d48b-4cf9-b77b-dd449369bdff,660
9eba3c9a-0ffd-4ef6-8a82-009f95998d5b,665
0fe3d506-d258-4cc2-a6e7-189673dde032,667
7f4a7959-e360-45f6-97f6-e12abdd313c1,734
911b1cff-09f8-476d-992a-572e50f748eb,736
4c684bdd-22a3-4262-b58b-0fa99c84c4bb,14
57d299d6-9ade-4d42-b8e3-094bdf49c713,22
0482c36b-19f2-44db-8913-9d82dc1785bb,28
2250d727-5cfb-4e01-87ef-4bd35e5cbda4,80
2250d727-5cfb-4e01-87ef-4bd35e5cbda4,82
7369a3d8-530a-4c6d-9bcd-448b0f52550e,150
0dc2eeb4-a9df-4dc3-8012-4f25a13d4d1d,362
08930c0e-9c6e-47c2-bd2f-0cffc949689f,603
9eba3c9a-0ffd-4ef6-8a82-009f95998d5b,664
f44fe46f-4f62-413f-b10a-561fa640c622,732
dd702a97-e217-4acd-bad6-36a80564cd52,796
9de250cd-1ac7-428d-87fd-bc7c0f112eea,2025
7c5fe042-4758-4853-a3a1-8f4d0bb838bc,2036
57d299d6-9ade-4d42-b8e3-094bdf49c713,3022
9eba3c9a-0ffd-4ef6-8a82-009f95998d5b,3664
854af05a-d9d0-467f-b916-fe6fa43114c1,796
71254931-0a32-49cf-a168-d04d986e8493,603
c1239dec-0a65-4ab2-b566-6fe775747cc6,732
0790a9e6-3346-4153-a756-78f8bb9e041a,14
561704fc-1336-4e14-a3d9-2283a20024f9,22
c85ced17-1c74-4d2f-b117-ab6f4505e2b9,28
c56a6ffa-8635-4c3d-96eb-a6c0850de6bf,80
c56a6ffa-8635-4c3d-96eb-a6c0850de6bf,82
4d34b5e6-6038-4623-a03a-2086d7031e58,150
ab32e174-64b0-42ea-bba9-87aa1505af0a,362
9eba3c9a-0ffd-4ef6-8a82-009f95998d5b,603
4b4708c7-d5e4-45a1-9dc4-c43f52f09da6,664
ceac6e8e-bc36-4dea-84e5-3e3e5d0f60df,732
748b6dbb-ad6d-40c4-aafa-f9dbc578c7e0,796
f7474f81-9725-42d6-b72f-ebb2fb3618e3,2025
08865c82-386e-4a2d-b623-3887290af2b1,2036
561704fc-1336-4e14-a3d9-2283a20024f9,3022
4b4708c7-d5e4-45a1-9dc4-c43f52f09da6,3664
e975bd3d-8e7e-47a1-aba0-84000e132ac8,796
71254931-0a32-49cf-a168-d04d986e8493,603
dad1e85c-de6c-4eaf-ae4d-c87cb086eed2,732
97dc1cb0-eec3-4204-9675-d3f44b710bb1,354
de0c1cac-1514-4a84-8294-70bfd4043e63,9000
a9d808ed-8347-4b04-8912-5957c573e274,147
a9d808ed-8347-4b04-8912-5957c573e274,150
a9d808ed-8347-4b04-8912-5957c573e274,152
5ef4eb67-b881-4150-b3de-0ab7059cb3bf,154
5ef4eb67-b881-4150-b3de-0ab7059cb3bf,156
f509e036-683f-4e76-9365-da9b4c88de89,352
3a78dc59-0168-4bc5-8c36-20625a205cd7,522
54c7a844-1f85-4fd8-bd47-539cf1a9fdfe,354
fe2b8d63-f0c1-479f-bb0a-58b5a0b5de00,147
fe2b8d63-f0c1-479f-bb0a-58b5a0b5de00,150
fe2b8d63-f0c1-479f-bb0a-58b5a0b5de00,152
64b8a2b5-e84e-41c9-9496-ad802503f1e6,154
c85ced17-1c74-4d2f-b117-ab6f4505e2b9,354
734fe52d-86ed-496f-a3e6-aba40d8ef05c,150
f450718a-508f-4b66-a7e6-68ca88087ef7,236
777bcaae-573e-41b9-b2df-23f2de91d8a5,246
3a78dc59-0168-4bc5-8c36-20625a205cd7,522
1a69c893-9910-48d8-8743-f6e10e25ed5c,80
9756c1c3-64b1-4016-8b25-e9b5b0161784,82
a83e1325-e0be-491c-b666-0347876c4d98,200
877c6c4d-f453-4649-b7ff-96e2f743148f,202
2c356170-9949-4586-97f9-ec6fb99d665a,204
7e09e5fd-1701-451a-a714-001a32d5844f,206
5449c539-8f1e-41cc-a573-039c2b84141a,208
519e7205-d755-4e9f-9f5b-0db718fe8189,210
f6e2328a-af8c-4970-bbf6-1bc7071f1075,230
6530575f-e2f0-4dd5-b525-1dde1848ad2e,232
6530575f-e2f0-4dd5-b525-1dde1848ad2e,234
84dc93b1-7c99-4918-afa3-04ef76c33a05,235
0ecd41db-9d91-46b9-aa0b-89fadaa62c65,236
0ecd41db-9d91-46b9-aa0b-89fadaa62c65,240
84dc93b1-7c99-4918-afa3-04ef76c33a05,242
4de89082-6bc1-43e0-a24a-480dd5009cb2,243
84dc93b1-7c99-4918-afa3-04ef76c33a05,244
1589fe0c-2273-4ad2-8d79-9f4c8c3f1c30,245
f450718a-508f-4b66-a7e6-68ca88087ef7,246
f450718a-508f-4b66-a7e6-68ca88087ef7,248
8c1f6090-b409-4924-a739-faab9a887c99,249
d5495656-0283-42f2-8514-847c2314a56e,258
97dc1cb0-eec3-4204-9675-d3f44b710bb1,354
97dc1cb0-eec3-4204-9675-d3f44b710bb1,358
c85ced17-1c74-4d2f-b117-ab6f4505e2b9,360
c85ced17-1c74-4d2f-b117-ab6f4505e2b9,362
cfaafc63-1b78-4820-adb4-bb4bb5030d43,454
b68ba08f-8954-4aa1-b744-107b2d5bd3b6,462
10065ad3-3715-4366-bb80-ce3d3cc58303,502
bad6a1eb-845b-48c9-b2b2-911753742d94,504
f7479a94-6f98-4dce-90b4-52a3e80f5fb6,510
c7b2f428-c70a-41e2-b9ee-1d37225b8689,520
63442f9a-c039-4d1e-af24-bcac2e410d25,522
5c486663-8087-4a93-98f5-6fecc6ec8610,532
1a69c893-9910-48d8-8743-f6e10e25ed5c,550
9fb5ed52-eff9-4b44-af18-37ee5861dc3d,969
86bb6987-d05f-4cd1-8ddc-10ff06901012,250
81e27c60-de23-4263-ad5b-73045219d73d,5
139ffa71-b5b9-4936-9fa7-92f243aa2fb4,17
24c11f78-a1c2-4705-9725-5a794653eccb,18
b32d38e6-70ca-4ea8-9205-207f28c8cc65,19
63b13d08-44b0-48b4-9a2c-6c2211f2e179,30
6ad10c1d-eccd-4a05-8d0d-72bc17c05dfd,39
c0402037-9f54-48e9-9cfa-0938fecff273,69
ae4d5b25-8246-46f8-89ec-4965706190a5,101
02ff39cc-e269-4709-aa9c-72e3661786fe,103
d606cb16-937b-469f-b75b-1d6c6ff48e5f,107
6c8f6165-2dfb-468e-aa70-fda64eeac048,112
9287426f-5f67-4818-86a2-a5fce7a868aa,114
afed18cb-89c5-410e-8818-a2e1592944d7,116
a5e7e8ce-edee-4b99-b5ba-95677dcefecb,118
